,NAME,perwhite,pernonwhite,per.homeowner,per.public,drive_alone,carpool,onePrnt6to17,PovChld6_17,NumStations
146,"Census Tract 712.01, Suffolk County, Massachusetts",0.357177854,0.642822146,0.271597265,0.272785214,0.107545321,0.036746693,0.569160998,0,4
147,"Census Tract 8.04, Suffolk County, Massachusetts",0.518020441,0.481979559,0.354471545,0.323148148,0.247444863,0.031468531,0.604221636,0,1
148,"Census Tract 8.05, Suffolk County, Massachusetts",0.543409379,0.456590621,0.011045655,0.361420244,0.160646388,0.008555133,0,1,1
149,"Census Tract 8.06, Suffolk County, Massachusetts",0.51342155,0.48657845,0.066964286,0.1125,0.082041588,0.01020794,0,0,4
150,"Census Tract 8.07, Suffolk County, Massachusetts",0.522282146,0.477717854,NA,0.130028736,0.033494181,0,NA,NA,1
151,"Census Tract 801, Suffolk County, Massachusetts",0.221785714,0.778214286,0.285513361,0.334246575,0.097857143,0.011071429,0.638121547,0,1
152,"Census Tract 803, Suffolk County, Massachusetts",0.142727273,0.857272727,0.259850905,0.360784314,0.139545455,0.087727273,0.563535912,0.287292818,0
153,"Census Tract 804.01, Suffolk County, Massachusetts",0.094028826,0.905971174,0.084077381,0.348085106,0.170555937,0.020247083,0.69793621,0,1
154,"Census Tract 805, Suffolk County, Massachusetts",0.052677279,0.947322721,0.018348624,0.427924528,0.137192475,0.024891462,0.797773655,0,1
155,"Census Tract 806.01, Suffolk County, Massachusetts",0.353377687,0.646622313,0.131086142,0.32729805,0.075997953,0.021238485,0.556910569,0.276422764,4
156,"Census Tract 809, Suffolk County, Massachusetts",0.676864802,0.323135198,0.044547872,0.408847837,0.101107226,0.030011655,0.4,0,2
